!PDGY,129039,4,43,255,481.706,ErZcAw6BGlf/h2BIHkP//wAABgAG//8AdAH/
!PDGY,127250,2,3,255,481.734,2C20AAAAAAE=
!PDGY,127251,2,3,255,481.735,2AAAAAD///8=
!PDGY,127250,2,3,255,481.835,2S20AAAAAAE=
!PDGY,127251,2,3,255,481.835,2QAAAAD///8=
!PDGY,129038,4,43,255,481.876,A90IAg4IrTr/SidJHoyVcZICAAAAQ3XuAAAA/w==
!PDGY,127250,2,3,255,481.936,2i20AAAAAAE=
!PDGY,127251,2,3,255,481.936,2gAAAAD///8=
!PDGY,129039,4,43,255,481.997,EgiMDw7///9/////f/z/////BgAm//8AdAH/
!PDGY,127250,2,3,255,482.36,2y20AAAAAAE=
!PDGY,127251,2,3,255,482.37,2wAAAAD///8=
!PDGY,129038,4,43,255,482.117,AfXsAg5+hFf/oWRIHoWvAAAAMoUIFXwAAA8A/w==
!PDGY,127250,2,3,255,482.137,3C20AAAAAAE=
!PDGY,127251,2,3,255,482.138,3AAAAAD///8=
!PDGY,126992,3,2,255,482.213,UACfRW74miM=
!PDGY,129025,2,2,255,482.215,////f////38=
!PDGY,129026,2,2,255,482.216,UPz///////8=
!PDGY,129539,6,2,255,482.217,UDuIE4gTiBM=
!PDGY,129029,3,2,255,482.233,UJ9FbviaI/////////9//////////3//////////fwD8AIgTiBMAAAAAAQAAAAA=
!PDGY,127250,2,3,255,482.238,3S20AAAAAAE=
!PDGY,127251,2,3,255,482.239,3QAAAAD///8=
!PDGY,129540,6,2,255,482.285,UPwMCAAAAAAAAP///3/wBgAAAAAAAP///3/wBQAAAAAAAP///3/wHgAAAAAoCv///3/xBwAAAAAAAP///3/wAgAAAADwCv///3/xGgAAAAAAAP///3/wHAAAAAAAAP///3/wCQAAAAAAAP///3/wEAAAAAAAAP///3/wHQAAAAAAAP///3/wiQAAAAAAAP///3/w
!PDGY,127250,2,3,255,482.339,3i20AAAAAAE=
!PDGY,127251,2,3,255,482.339,3gAAAAD///8=
!PDGY,127250,2,3,255,482.439,3y20AAAAAAE=
!PDGY,127251,2,3,255,482.440,3wAAAAD///8=
!PDGY,127250,2,3,255,482.540,4C20AAAAAAE=
!PDGY,127251,2,3,255,482.541,4AAAAAD///8=
$PDGY,000000,4,,5,482,1,0
!PDGY,127250,2,3,255,482.641,4S20AAAAAAE=
!PDGY,127251,2,3,255,482.642,4QAAAAD///8=
!PDGY,129809,6,43,255,482.719,GDnSAQ5TRUFMSU9OQEBAQEBAQEBAQEBAQAD/
!PDGY,127250,2,3,255,482.742,4i20AAAAAAE=
!PDGY,127251,2,3,255,482.742,4gAAAAD///8=
!PDGY,127250,2,3,255,482.843,4y20AAAAAAE=
!PDGY,127251,2,3,255,482.843,4wAAAAD///8=
!PDGY,127250,2,3,255,482.943,5C20AAAAAAE=
!PDGY,127251,2,3,255,482.944,5AAAAAD///8=
!PDGY,127250,2,3,255,483.44,5S20AAAAAAE=
!PDGY,127251,2,3,255,483.45,5QAAAAD///8=
!PDGY,127250,2,3,255,483.145,5i20AAAAAAE=
!PDGY,127251,2,3,255,483.145,5gAAAAD///8=
!PDGY,129038,4,43,255,483.160,A/tiAw6ucFn/bNxIHo9cOgAA8RAAQrEAAAAA/w==
!PDGY,126992,3,2,255,483.216,UQCfRX0fmyM=
!PDGY,129025,2,2,255,483.218,////f////38=
!PDGY,129026,2,2,255,483.219,Ufz///////8=
!PDGY,129539,6,2,255,483.221,UTuIE4gTiBM=
!PDGY,129029,3,2,255,483.236,UZ9FfR+bI/////////9//////////3//////////fwD8AIgTiBMAAAAAAQAAAAA=
!PDGY,127250,2,3,255,483.246,5y20AAAAAAE=
!PDGY,127251,2,3,255,483.247,5wAAAAD///8=
!PDGY,129540,6,2,255,483.288,UfwMCAAAAAAAAP///3/wBgAAAAAAAP///3/wBQAAAAAAAP///3/wHgAAAAAoCv///3/wBwAAAAAAAP///3/wAgAAAADwCv///3/xGgAAAAAAAP///3/wHAAAAAAAAP///3/wCQAAAAAAAP///3/wEAAAAAAAAP///3/wHQAAAAAAAP///3/wiQAAAAAAAP///3/w
!PDGY,127250,2,3,255,483.346,6C20AAAAAAE=
!PDGY,127251,2,3,255,483.347,6AAAAAD///8=
!PDGY,127250,2,3,255,483.447,6S20AAAAAAE=
!PDGY,127251,2,3,255,483.448,6QAAAAD///8=
!PDGY,127250,2,3,255,483.548,6i20AAAAAAE=
!PDGY,127251,2,3,255,483.549,6gAAAAD///8=
$PDGY,000000,3,,5,483,1,0
!PDGY,127250,2,3,255,483.649,6y20AAAAAAE=
!PDGY,127251,2,3,255,483.649,6wAAAAD///8=
!PDGY,129039,4,43,255,483.712,EgiMDw7///9/////f/z/////BgAm//8AdAH/
!PDGY,127250,2,3,255,483.749,7C20AAAAAAE=
!PDGY,127251,2,3,255,483.750,7AAAAAD///8=
!PDGY,129038,4,43,255,483.762,AbXhAg60bk//mhM/Ho0DlyMEm8AACJgAAAAA/w==
!PDGY,127250,2,3,255,483.850,7S20AAAAAAE=
!PDGY,127251,2,3,255,483.851,7QAAAAD///8=
!PDGY,127250,2,3,255,483.951,7i20AAAAAAE=
!PDGY,127251,2,3,255,483.952,7gAAAAD///8=
!PDGY,127250,2,3,255,484.52,7y20AAAAAAE=
!PDGY,127251,2,3,255,484.52,7wAAAAD///8=
!PDGY,127250,2,3,255,484.153,8C20AAAAAAE=
!PDGY,127251,2,3,255,484.153,8AAAAAD///8=
!PDGY,129038,4,43,255,484.154,AUJMAg6ck1b/ejFGHpFN7yECd4UIEvT/fwAA/w==
!PDGY,126992,3,2,255,484.219,UgCfRY1GmyM=
!PDGY,129025,2,2,255,484.220,////f////38=
!PDGY,129026,2,2,255,484.221,Uvz///////8=
!PDGY,129539,6,2,255,484.223,UjuIE4gTiBM=
!PDGY,129029,3,2,255,484.239,Up9FjUabI/////////9//////////3//////////fwD8AIgTiBMAAAAAAQAAAAA=
!PDGY,127250,2,3,255,484.253,8S20AAAAAAE=
!PDGY,127251,2,3,255,484.254,8QAAAAD///8=
!PDGY,129540,6,2,255,484.291,UvwMCAAAAAAAAP///3/wBgAAAAAAAP///3/wBQAAAAAAAP///3/wHgAAAAAoCv///3/wBwAAAAAAAP///3/wAgAAAADwCv///3/xGgAAAAAAAP///3/wHAAAAAAAAP///3/wCQAAAAAAAP///3/wEAAAAAAAAP///3/wHQAAAAAAAP///3/wiQAAAAAAAP///3/w
!PDGY,127250,2,3,255,484.354,8i20AAAAAAE=
!PDGY,127251,2,3,255,484.355,8gAAAAD///8=
!PDGY,129039,4,43,255,484.455,EgiMDw7///9/////f/z/////BgAm//8AdAH/
!PDGY,127250,2,3,255,484.455,8y20AAAAAAE=
!PDGY,127251,2,3,255,484.456,8wAAAAD///8=
!PDGY,129038,4,43,255,484.555,AUv8Ag7IdFn/n9lIHpn6HAAAh4UAH6sAAAAA/w==
!PDGY,127250,2,3,255,484.556,9C20AAAAAAE=
!PDGY,127251,2,3,255,484.556,9AAAAAD///8=
$PDGY,000000,3,,5,484,1,0
!PDGY,127250,2,3,255,484.657,9S20AAAAAAE=
!PDGY,127251,2,3,255,484.657,9QAAAAD///8=
!PDGY,129038,4,43,255,484.715,ARUvAg7uulb/vwFHHpgfwwAA2QgIlXQAAAAA/w==
!PDGY,127250,2,3,255,484.757,9i20AAAAAAE=
!PDGY,127251,2,3,255,484.759,9gAAAAD///8=
!PDGY,129038,4,43,255,484.766,AXDzAg7IXFf//GBIHpAgnAAAjGAAwrgAAA8A/w==
