Sequence #,Month_Day_Year_Hours_Minutes_Seconds_msTicks,PGN,Processed PGN,Name,Manufacturer,Remote Address,Local Address,Priority,Single Frame,Size,Packet
1641,6_21_2015_16_12_3_24980927,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF917AFF7FFF7FFD
1642,6_21_2015_16_12_3_24980937,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1643,6_21_2015_16_12_3_24980948,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1644,6_21_2015_16_12_3_24981027,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF917AFF7FFF7FFD
1645,6_21_2015_16_12_3_24981036,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1646,6_21_2015_16_12_3_24981048,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1647,6_21_2015_16_12_4_24981128,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF907AFF7FFF7FFD
1648,6_21_2015_16_12_4_24981134,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1649,6_21_2015_16_12_4_24981148,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1650,6_21_2015_16_12_4_24981229,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF907AFF7FFF7FFD
1651,6_21_2015_16_12_4_24981234,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1652,6_21_2015_16_12_4_24981248,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1653,6_21_2015_16_12_4_24981280,127258,Unprocessed,Magnetic Variation,Garmin,9,255,6,1,6,0xFFFFDF40FF7F
1654,6_21_2015_16_12_4_24981296,129284,Processed,Navigation Data,Garmin,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
1655,6_21_2015_16_12_4_24981302,129283,Processed,Cross Track Error,Garmin,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
1656,6_21_2015_16_12_4_24981329,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF907AFF7FFF7FFD
1657,6_21_2015_16_12_4_24981338,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1658,6_21_2015_16_12_4_24981349,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1659,6_21_2015_16_12_4_24981430,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF907AFF7FFF7FFD
1660,6_21_2015_16_12_4_24981436,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1661,6_21_2015_16_12_4_24981448,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1662,6_21_2015_16_12_4_24981531,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF917AFF7FFF7FFD
1663,6_21_2015_16_12_4_24981537,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1664,6_21_2015_16_12_4_24981548,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1665,6_21_2015_16_12_4_24981616,60928,Processed,ISO IOP_N2K_ADDR Claim,Garmin,9,255,6,1,8,0xB0A3B61C0082F0C0
1666,6_21_2015_16_12_4_24981623,60928,Processed,ISO IOP_N2K_ADDR Claim,Garmin,6,255,6,1,8,0x8CAEB71C00AAA0C0
1667,6_21_2015_16_12_4_24981629,60928,Processed,ISO IOP_N2K_ADDR Claim,Garmin,4,255,6,1,8,0xF053BD1C00CD78C0
1668,6_21_2015_16_12_4_24981636,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF917AFF7FFF7FFD
1669,6_21_2015_16_12_4_24981644,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1670,6_21_2015_16_12_4_24981651,60928,Processed,ISO IOP_N2K_ADDR Claim,Garmin,1,255,6,1,8,0x80AAA41C009650C0
1671,6_21_2015_16_12_4_24981657,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1672,6_21_2015_16_12_4_24981732,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF927AFF7FFF7FFD
1673,6_21_2015_16_12_4_24981740,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1674,6_21_2015_16_12_4_24981748,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1675,6_21_2015_16_12_4_24981833,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF927AFF7FFF7FFD
1676,6_21_2015_16_12_4_24981840,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1677,6_21_2015_16_12_4_24981849,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1678,6_21_2015_16_12_4_24981934,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
1679,6_21_2015_16_12_4_24981940,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1680,6_21_2015_16_12_4_24981948,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1681,6_21_2015_16_12_4_24982035,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
1682,6_21_2015_16_12_4_24982042,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1683,6_21_2015_16_12_4_24982051,59904,Processed,ISO Request,Garmin,9,255,6,1,3,0x00EE00
1684,6_21_2015_16_12_4_24982059,60928,Processed,ISO IOP_N2K_ADDR Claim,Garmin,6,255,6,1,8,0x8CAEB71C00AAA0C0
1685,6_21_2015_16_12_4_24982067,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1686,6_21_2015_16_12_4_24982076,60928,Processed,ISO IOP_N2K_ADDR Claim,Garmin,4,255,6,1,8,0xF053BD1C00CD78C0
1687,6_21_2015_16_12_4_24982099,60928,Processed,ISO IOP_N2K_ADDR Claim,Garmin,1,255,6,1,8,0x80AAA41C009650C0
1688,6_21_2015_16_12_5_24982135,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
1689,6_21_2015_16_12_5_24982143,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1690,6_21_2015_16_12_5_24982150,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1691,6_21_2015_16_12_5_24982236,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
1692,6_21_2015_16_12_5_24982243,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1693,6_21_2015_16_12_5_24982251,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1694,6_21_2015_16_12_5_24982280,127258,Unprocessed,Magnetic Variation,Garmin,9,255,6,1,6,0xFFFFDF40FF7F
1695,6_21_2015_16_12_5_24982337,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
1696,6_21_2015_16_12_5_24982344,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1697,6_21_2015_16_12_5_24982353,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1698,6_21_2015_16_12_5_24982437,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
1699,6_21_2015_16_12_5_24982443,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1700,6_21_2015_16_12_5_24982450,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1701,6_21_2015_16_12_5_24982489,129284,Processed,Navigation Data,Garmin,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
1702,6_21_2015_16_12_5_24982496,129283,Processed,Cross Track Error,Garmin,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
1703,6_21_2015_16_12_5_24982538,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
1704,6_21_2015_16_12_5_24982545,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1705,6_21_2015_16_12_5_24982554,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1706,6_21_2015_16_12_5_24982639,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
1707,6_21_2015_16_12_5_24982645,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1708,6_21_2015_16_12_5_24982652,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1709,6_21_2015_16_12_5_24982739,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
1710,6_21_2015_16_12_5_24982746,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1711,6_21_2015_16_12_5_24982752,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1712,6_21_2015_16_12_5_24982840,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
1713,6_21_2015_16_12_5_24982849,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1714,6_21_2015_16_12_5_24982856,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1715,6_21_2015_16_12_5_24982941,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF937AFF7FFF7FFD
1716,6_21_2015_16_12_5_24982948,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1717,6_21_2015_16_12_5_24982956,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1718,6_21_2015_16_12_5_24983042,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
1719,6_21_2015_16_12_5_24983048,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1720,6_21_2015_16_12_5_24983056,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1721,6_21_2015_16_12_6_24983142,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
1722,6_21_2015_16_12_6_24983149,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1723,6_21_2015_16_12_6_24983159,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1724,6_21_2015_16_12_6_24983243,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
1725,6_21_2015_16_12_6_24983251,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1726,6_21_2015_16_12_6_24983258,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1727,6_21_2015_16_12_6_24983281,127258,Unprocessed,Magnetic Variation,Garmin,9,255,6,1,6,0xFFFFDF40FF7F
1728,6_21_2015_16_12_6_24983344,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
1729,6_21_2015_16_12_6_24983352,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1730,6_21_2015_16_12_6_24983360,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1731,6_21_2015_16_12_6_24983444,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
1732,6_21_2015_16_12_6_24983452,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1733,6_21_2015_16_12_6_24983460,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1734,6_21_2015_16_12_6_24983539,129284,Processed,Navigation Data,Garmin,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
1735,6_21_2015_16_12_6_24983546,129283,Processed,Cross Track Error,Garmin,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
1736,6_21_2015_16_12_6_24983553,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
1737,6_21_2015_16_12_6_24983562,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1738,6_21_2015_16_12_6_24983571,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1739,6_21_2015_16_12_6_24983646,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
1740,6_21_2015_16_12_6_24983653,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1741,6_21_2015_16_12_6_24983662,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1742,6_21_2015_16_12_6_24983746,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
1743,6_21_2015_16_12_6_24983758,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1744,6_21_2015_16_12_6_24983765,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1745,6_21_2015_16_12_6_24983847,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
1746,6_21_2015_16_12_6_24983855,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1747,6_21_2015_16_12_6_24983863,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1748,6_21_2015_16_12_6_24983948,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
1749,6_21_2015_16_12_6_24983955,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1750,6_21_2015_16_12_6_24983962,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1751,6_21_2015_16_12_6_24984049,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1752,6_21_2015_16_12_6_24984056,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF947AFF7FFF7FFD
1753,6_21_2015_16_12_6_24984064,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1754,6_21_2015_16_12_7_24984149,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1755,6_21_2015_16_12_7_24984156,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
1756,6_21_2015_16_12_7_24984163,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1757,6_21_2015_16_12_7_24984248,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1758,6_21_2015_16_12_7_24984255,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
1759,6_21_2015_16_12_7_24984263,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1760,6_21_2015_16_12_7_24984280,127258,Unprocessed,Magnetic Variation,Garmin,9,255,6,1,6,0xFFFFDF40FF7F
1761,6_21_2015_16_12_7_24984349,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1762,6_21_2015_16_12_7_24984356,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF957AFF7FFF7FFD
1763,6_21_2015_16_12_7_24984364,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1764,6_21_2015_16_12_7_24984449,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1765,6_21_2015_16_12_7_24984456,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
1766,6_21_2015_16_12_7_24984463,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1767,6_21_2015_16_12_7_24984549,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1768,6_21_2015_16_12_7_24984556,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
1769,6_21_2015_16_12_7_24984563,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1770,6_21_2015_16_12_7_24984589,129284,Processed,Navigation Data,Garmin,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
1771,6_21_2015_16_12_7_24984597,129283,Processed,Cross Track Error,Garmin,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
1772,6_21_2015_16_12_7_24984649,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017205FF7FFFFFFF
1773,6_21_2015_16_12_7_24984656,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
1774,6_21_2015_16_12_7_24984662,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1775,6_21_2015_16_12_7_24984749,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1776,6_21_2015_16_12_7_24984763,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
1777,6_21_2015_16_12_7_24984771,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1778,6_21_2015_16_12_7_24984849,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1779,6_21_2015_16_12_7_24984856,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
1780,6_21_2015_16_12_7_24984864,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1781,6_21_2015_16_12_7_24984949,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1782,6_21_2015_16_12_7_24984955,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
1783,6_21_2015_16_12_7_24984963,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1784,6_21_2015_16_12_7_24985049,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1785,6_21_2015_16_12_7_24985057,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
1786,6_21_2015_16_12_7_24985064,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1787,6_21_2015_16_12_8_24985149,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1788,6_21_2015_16_12_8_24985156,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
1789,6_21_2015_16_12_8_24985165,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1790,6_21_2015_16_12_8_24985249,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1791,6_21_2015_16_12_8_24985257,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
1792,6_21_2015_16_12_8_24985264,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1793,6_21_2015_16_12_8_24985280,127258,Unprocessed,Magnetic Variation,Garmin,9,255,6,1,6,0xFFFFDF40FF7F
1794,6_21_2015_16_12_8_24985349,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1795,6_21_2015_16_12_8_24985358,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
1796,6_21_2015_16_12_8_24985365,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1797,6_21_2015_16_12_8_24985449,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1798,6_21_2015_16_12_8_24985459,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
1799,6_21_2015_16_12_8_24985467,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1800,6_21_2015_16_12_8_24985549,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1801,6_21_2015_16_12_8_24985559,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
1802,6_21_2015_16_12_8_24985567,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1803,6_21_2015_16_12_8_24985640,129284,Processed,Navigation Data,Garmin,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
1804,6_21_2015_16_12_8_24985649,129283,Processed,Cross Track Error,Garmin,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
1805,6_21_2015_16_12_8_24985657,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1806,6_21_2015_16_12_8_24985664,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
1807,6_21_2015_16_12_8_24985672,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1808,6_21_2015_16_12_8_24985749,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1809,6_21_2015_16_12_8_24985761,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF987AFF7FFF7FFD
1810,6_21_2015_16_12_8_24985768,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1811,6_21_2015_16_12_8_24985849,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1812,6_21_2015_16_12_8_24985862,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF987AFF7FFF7FFD
1813,6_21_2015_16_12_8_24985870,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1814,6_21_2015_16_12_8_24985949,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1815,6_21_2015_16_12_8_24985962,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
1816,6_21_2015_16_12_8_24985970,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1817,6_21_2015_16_12_8_24986049,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1818,6_21_2015_16_12_8_24986063,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
1819,6_21_2015_16_12_8_24986072,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1820,6_21_2015_16_12_9_24986149,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1821,6_21_2015_16_12_9_24986164,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
1822,6_21_2015_16_12_9_24986172,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1823,6_21_2015_16_12_9_24986249,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1824,6_21_2015_16_12_9_24986264,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
1825,6_21_2015_16_12_9_24986272,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1826,6_21_2015_16_12_9_24986280,127258,Unprocessed,Magnetic Variation,Garmin,9,255,6,1,6,0xFFFFDF40FF7F
1827,6_21_2015_16_12_9_24986349,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1828,6_21_2015_16_12_9_24986365,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
1829,6_21_2015_16_12_9_24986374,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1830,6_21_2015_16_12_9_24986449,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1831,6_21_2015_16_12_9_24986466,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
1832,6_21_2015_16_12_9_24986473,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1833,6_21_2015_16_12_9_24986549,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1834,6_21_2015_16_12_9_24986566,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF977AFF7FFF7FFD
1835,6_21_2015_16_12_9_24986575,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1836,6_21_2015_16_12_9_24986616,60928,Processed,ISO IOP_N2K_ADDR Claim,Garmin,9,255,6,1,8,0xB0A3B61C0082F0C0
1837,6_21_2015_16_12_9_24986671,60928,Processed,ISO IOP_N2K_ADDR Claim,Garmin,6,255,6,1,8,0x8CAEB71C00AAA0C0
1838,6_21_2015_16_12_9_24986679,60928,Processed,ISO IOP_N2K_ADDR Claim,Garmin,4,255,6,1,8,0xF053BD1C00CD78C0
1839,6_21_2015_16_12_9_24986686,60928,Processed,ISO IOP_N2K_ADDR Claim,Garmin,1,255,6,1,8,0x80AAA41C009650C0
1840,6_21_2015_16_12_9_24986692,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1841,6_21_2015_16_12_9_24986699,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
1842,6_21_2015_16_12_9_24986707,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1843,6_21_2015_16_12_9_24986714,129284,Processed,Navigation Data,Garmin,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
1844,6_21_2015_16_12_9_24986723,129283,Processed,Cross Track Error,Garmin,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
1845,6_21_2015_16_12_9_24986749,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1846,6_21_2015_16_12_9_24986768,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF967AFF7FFF7FFD
