# Yacht devices YDWG-02
08:15:07.204,6,60928,64,255,8,4F,28,A9,59,00,89,32,C0
# Airmar DST200
08:15:07.205,6,60928,35,255,8,58,73,E5,10,00,88,78,C0
# Garmin GND10
08:15:07.206,6,60928,0,255,8,7E,45,A1,1C,00,85,32,C0
